date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_190_normalized,smart_191_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_197_normalized,smart_198_normalized
2023-01-01,ZA100HN7,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,75.0,94.0,83.0,25.0,1.0,100.0,100.0
2023-01-02,ZA100HN7,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,96.0,35.0,100.0,74.0,94.0,83.0,26.0,1.0,100.0,100.0
2023-01-03,ZA100HN7,ST8000DM002,8001563222016,0,70.0,84.0,100.0,100.0,96.0,35.0,100.0,74.0,94.0,83.0,26.0,1.0,100.0,100.0
2023-01-04,ZA100HN7,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,74.0,94.0,83.0,26.0,1.0,100.0,100.0
2023-01-05,ZA100HN7,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,74.0,94.0,83.0,26.0,1.0,100.0,100.0
2023-01-06,ZA100HN7,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,75.0,94.0,83.0,25.0,1.0,100.0,100.0
2023-01-07,ZA100HN7,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,74.0,94.0,83.0,26.0,1.0,100.0,100.0
2023-01-08,ZA100HN7,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,74.0,94.0,83.0,26.0,1.0,100.0,100.0
2023-01-09,ZA100HN7,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,74.0,94.0,83.0,26.0,1.0,100.0,100.0
2023-01-10,ZA100HN7,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,96.0,35.0,100.0,74.0,94.0,83.0,26.0,1.0,100.0,100.0
2023-01-01,ZA100HNW,ST8000DM002,8001563222016,0,76.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,21.0,100.0,100.0
2023-01-02,ZA100HNW,ST8000DM002,8001563222016,0,80.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,21.0,100.0,100.0
2023-01-03,ZA100HNW,ST8000DM002,8001563222016,0,81.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,18.0,100.0,100.0
2023-01-04,ZA100HNW,ST8000DM002,8001563222016,0,81.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,18.0,100.0,100.0
2023-01-05,ZA100HNW,ST8000DM002,8001563222016,0,83.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,19.0,100.0,100.0
2023-01-06,ZA100HNW,ST8000DM002,8001563222016,0,65.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,22.0,100.0,100.0
2023-01-07,ZA100HNW,ST8000DM002,8001563222016,0,80.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,20.0,100.0,100.0
2023-01-08,ZA100HNW,ST8000DM002,8001563222016,0,76.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,21.0,100.0,100.0
2023-01-09,ZA100HNW,ST8000DM002,8001563222016,0,75.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,21.0,100.0,100.0
2023-01-10,ZA100HNW,ST8000DM002,8001563222016,0,83.0,91.0,100.0,100.0,95.0,35.0,100.0,77.0,92.0,65.0,23.0,16.0,100.0,100.0
2023-01-01,ZA100HQG,ST8000DM002,8001563222016,0,79.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-02,ZA100HQG,ST8000DM002,8001563222016,0,83.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-03,ZA100HQG,ST8000DM002,8001563222016,0,84.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-04,ZA100HQG,ST8000DM002,8001563222016,0,80.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-05,ZA100HQG,ST8000DM002,8001563222016,0,80.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-06,ZA100HQG,ST8000DM002,8001563222016,0,80.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-07,ZA100HQG,ST8000DM002,8001563222016,0,75.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-08,ZA100HQG,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-09,ZA100HQG,ST8000DM002,8001563222016,0,80.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-10,ZA100HQG,ST8000DM002,8001563222016,0,83.0,90.0,100.0,100.0,96.0,35.0,100.0,68.0,87.0,83.0,32.0,1.0,100.0,100.0
2023-01-01,ZA100HQP,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-02,ZA100HQP,ST8000DM002,8001563222016,0,68.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-03,ZA100HQP,ST8000DM002,8001563222016,0,80.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-04,ZA100HQP,ST8000DM002,8001563222016,0,81.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-05,ZA100HQP,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-06,ZA100HQP,ST8000DM002,8001563222016,0,83.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-07,ZA100HQP,ST8000DM002,8001563222016,0,75.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-08,ZA100HQP,ST8000DM002,8001563222016,0,78.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-09,ZA100HQP,ST8000DM002,8001563222016,0,80.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-10,ZA100HQP,ST8000DM002,8001563222016,0,81.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,92.0,71.0,23.0,1.0,100.0,100.0
2023-01-01,ZA100HR2,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,95.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-02,ZA100HR2,ST8000DM002,8001563222016,0,81.0,90.0,100.0,100.0,95.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-03,ZA100HR2,ST8000DM002,8001563222016,0,83.0,90.0,100.0,100.0,95.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-04,ZA100HR2,ST8000DM002,8001563222016,0,80.0,90.0,100.0,100.0,95.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-05,ZA100HR2,ST8000DM002,8001563222016,0,81.0,90.0,100.0,100.0,95.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-06,ZA100HR2,ST8000DM002,8001563222016,0,81.0,90.0,100.0,100.0,95.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-07,ZA100HR2,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,95.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-08,ZA100HR2,ST8000DM002,8001563222016,0,79.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-09,ZA100HR2,ST8000DM002,8001563222016,0,79.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-10,ZA100HR2,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,96.0,35.0,100.0,77.0,94.0,70.0,23.0,1.0,100.0,100.0
2023-01-01,ZA100HRY,ST8000DM002,8001563222016,0,77.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-02,ZA100HRY,ST8000DM002,8001563222016,0,74.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-03,ZA100HRY,ST8000DM002,8001563222016,0,84.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-04,ZA100HRY,ST8000DM002,8001563222016,0,83.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-05,ZA100HRY,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-06,ZA100HRY,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-07,ZA100HRY,ST8000DM002,8001563222016,0,82.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-08,ZA100HRY,ST8000DM002,8001563222016,0,70.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-09,ZA100HRY,ST8000DM002,8001563222016,0,67.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-10,ZA100HRY,ST8000DM002,8001563222016,0,84.0,90.0,100.0,100.0,96.0,35.0,100.0,69.0,91.0,65.0,31.0,1.0,100.0,100.0
2023-01-01,ZA100HS4,ST8000DM002,8001563222016,0,84.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-02,ZA100HS4,ST8000DM002,8001563222016,0,73.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-03,ZA100HS4,ST8000DM002,8001563222016,0,81.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-04,ZA100HS4,ST8000DM002,8001563222016,0,80.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-05,ZA100HS4,ST8000DM002,8001563222016,0,83.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-06,ZA100HS4,ST8000DM002,8001563222016,0,83.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-07,ZA100HS4,ST8000DM002,8001563222016,0,82.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-08,ZA100HS4,ST8000DM002,8001563222016,0,75.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-09,ZA100HS4,ST8000DM002,8001563222016,0,79.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-10,ZA100HS4,ST8000DM002,8001563222016,0,81.0,91.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,65.0,30.0,1.0,100.0,100.0
2023-01-01,ZA100HS6,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,36.0,100.0,63.0,84.0,69.0,37.0,1.0,100.0,100.0
2023-01-02,ZA100HS6,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,36.0,100.0,63.0,84.0,69.0,37.0,1.0,100.0,100.0
2023-01-03,ZA100HS6,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,96.0,36.0,100.0,63.0,84.0,69.0,37.0,1.0,100.0,100.0
2023-01-04,ZA100HS6,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,96.0,36.0,100.0,63.0,84.0,69.0,37.0,1.0,100.0,100.0
2023-01-05,ZA100HS6,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,36.0,100.0,63.0,84.0,69.0,37.0,1.0,100.0,100.0
2023-01-06,ZA100HS6,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,96.0,36.0,100.0,63.0,84.0,69.0,37.0,1.0,100.0,100.0
2023-01-07,ZA100HS6,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,96.0,36.0,100.0,63.0,84.0,69.0,37.0,1.0,100.0,100.0
2023-01-08,ZA100HS6,ST8000DM002,8001563222016,0,77.0,84.0,100.0,100.0,96.0,36.0,100.0,62.0,84.0,69.0,38.0,1.0,100.0,100.0
2023-01-09,ZA100HS6,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,96.0,36.0,100.0,62.0,84.0,69.0,38.0,1.0,100.0,100.0
2023-01-10,ZA100HS6,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,36.0,100.0,62.0,84.0,69.0,38.0,1.0,100.0,100.0
2023-01-01,ZA100HWJ,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,95.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-02,ZA100HWJ,ST8000DM002,8001563222016,0,73.0,84.0,100.0,100.0,95.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-03,ZA100HWJ,ST8000DM002,8001563222016,0,100.0,84.0,100.0,100.0,95.0,35.0,100.0,66.0,32.0,85.0,34.0,100.0,100.0,100.0
2023-01-04,ZA100HWJ,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,96.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-05,ZA100HWJ,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,96.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-06,ZA100HWJ,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-07,ZA100HWJ,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,96.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-08,ZA100HWJ,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-09,ZA100HWJ,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,96.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-10,ZA100HWJ,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,96.0,35.0,100.0,66.0,32.0,85.0,34.0,1.0,100.0,100.0
2023-01-01,ZA100HXB,ST8000DM002,8001563222016,0,76.0,85.0,100.0,100.0,96.0,36.0,100.0,66.0,10.0,68.0,34.0,1.0,100.0,100.0
2023-01-02,ZA100HXB,ST8000DM002,8001563222016,0,83.0,85.0,100.0,100.0,96.0,36.0,100.0,66.0,10.0,68.0,34.0,1.0,100.0,100.0
2023-01-03,ZA100HXB,ST8000DM002,8001563222016,0,83.0,85.0,100.0,100.0,96.0,36.0,100.0,66.0,10.0,68.0,34.0,1.0,100.0,100.0
2023-01-04,ZA100HXB,ST8000DM002,8001563222016,0,74.0,85.0,100.0,100.0,96.0,36.0,100.0,66.0,10.0,68.0,34.0,1.0,100.0,100.0
2023-01-05,ZA100HXB,ST8000DM002,8001563222016,0,75.0,85.0,100.0,100.0,96.0,36.0,100.0,66.0,10.0,68.0,34.0,1.0,100.0,100.0
2023-01-06,ZA100HXB,ST8000DM002,8001563222016,0,84.0,85.0,100.0,100.0,66.0,36.0,100.0,66.0,10.0,68.0,34.0,1.0,100.0,100.0
2023-01-07,ZA100HXB,ST8000DM002,8001563222016,0,78.0,85.0,100.0,100.0,71.0,36.0,100.0,66.0,10.0,68.0,34.0,1.0,100.0,100.0
2023-01-08,ZA100HXB,ST8000DM002,8001563222016,0,75.0,85.0,100.0,100.0,72.0,36.0,100.0,65.0,10.0,68.0,35.0,1.0,100.0,100.0
2023-01-09,ZA100HXB,ST8000DM002,8001563222016,0,82.0,85.0,100.0,100.0,74.0,36.0,100.0,65.0,10.0,68.0,35.0,1.0,100.0,100.0
2023-01-10,ZA100HXB,ST8000DM002,8001563222016,0,80.0,85.0,100.0,100.0,75.0,36.0,100.0,66.0,10.0,68.0,34.0,1.0,100.0,100.0
2023-01-01,ZA100HXS,ST8000DM002,8001563222016,0,79.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-02,ZA100HXS,ST8000DM002,8001563222016,0,79.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-03,ZA100HXS,ST8000DM002,8001563222016,0,79.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-04,ZA100HXS,ST8000DM002,8001563222016,0,80.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-05,ZA100HXS,ST8000DM002,8001563222016,0,83.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-06,ZA100HXS,ST8000DM002,8001563222016,0,83.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-07,ZA100HXS,ST8000DM002,8001563222016,0,81.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-08,ZA100HXS,ST8000DM002,8001563222016,0,80.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-09,ZA100HXS,ST8000DM002,8001563222016,0,76.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-10,ZA100HXS,ST8000DM002,8001563222016,0,73.0,87.0,100.0,100.0,96.0,35.0,100.0,77.0,95.0,83.0,23.0,1.0,100.0,100.0
2023-01-01,ZA100HYA,ST8000DM002,8001563222016,0,82.0,86.0,100.0,100.0,96.0,36.0,100.0,72.0,88.0,73.0,28.0,1.0,100.0,100.0
2023-01-02,ZA100HYA,ST8000DM002,8001563222016,0,82.0,86.0,100.0,100.0,96.0,36.0,100.0,71.0,88.0,73.0,29.0,1.0,100.0,100.0
2023-01-03,ZA100HYA,ST8000DM002,8001563222016,0,69.0,86.0,100.0,100.0,96.0,36.0,100.0,71.0,88.0,73.0,29.0,1.0,100.0,100.0
2023-01-04,ZA100HYA,ST8000DM002,8001563222016,0,82.0,86.0,100.0,100.0,96.0,36.0,100.0,72.0,88.0,73.0,28.0,1.0,100.0,100.0
2023-01-05,ZA100HYA,ST8000DM002,8001563222016,0,81.0,86.0,100.0,100.0,96.0,36.0,100.0,71.0,88.0,73.0,29.0,1.0,100.0,100.0
2023-01-06,ZA100HYA,ST8000DM002,8001563222016,0,79.0,86.0,100.0,100.0,96.0,36.0,100.0,72.0,88.0,73.0,28.0,1.0,100.0,100.0
2023-01-07,ZA100HYA,ST8000DM002,8001563222016,0,75.0,86.0,100.0,100.0,96.0,36.0,100.0,71.0,88.0,73.0,29.0,1.0,100.0,100.0
2023-01-08,ZA100HYA,ST8000DM002,8001563222016,0,100.0,86.0,100.0,100.0,96.0,36.0,100.0,71.0,88.0,73.0,29.0,100.0,100.0,100.0
2023-01-09,ZA100HYA,ST8000DM002,8001563222016,0,79.0,86.0,100.0,100.0,96.0,36.0,100.0,71.0,88.0,73.0,29.0,1.0,100.0,100.0
2023-01-10,ZA100HYA,ST8000DM002,8001563222016,0,82.0,86.0,100.0,100.0,96.0,36.0,100.0,71.0,88.0,73.0,29.0,1.0,100.0,100.0
2023-01-01,ZA100Y3P,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-02,ZA100Y3P,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-03,ZA100Y3P,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-04,ZA100Y3P,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-05,ZA100Y3P,ST8000DM002,8001563222016,0,100.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,100.0,100.0,100.0
2023-01-06,ZA100Y3P,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-07,ZA100Y3P,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-08,ZA100Y3P,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-09,ZA100Y3P,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-10,ZA100Y3P,ST8000DM002,8001563222016,0,75.0,84.0,100.0,100.0,92.0,41.0,100.0,70.0,92.0,63.0,30.0,1.0,100.0,100.0
2023-01-01,ZA100YFS,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,95.0,36.0,100.0,67.0,89.0,70.0,33.0,1.0,100.0,100.0
2023-01-02,ZA100YFS,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,95.0,36.0,100.0,67.0,89.0,70.0,33.0,1.0,100.0,100.0
2023-01-03,ZA100YFS,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,95.0,36.0,100.0,67.0,89.0,70.0,33.0,1.0,100.0,100.0
2023-01-04,ZA100YFS,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,95.0,36.0,100.0,67.0,89.0,70.0,33.0,1.0,100.0,100.0
2023-01-05,ZA100YFS,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,95.0,36.0,100.0,67.0,89.0,70.0,33.0,1.0,100.0,100.0
2023-01-06,ZA100YFS,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,95.0,36.0,100.0,67.0,89.0,70.0,33.0,1.0,100.0,100.0
2023-01-07,ZA100YFS,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,36.0,100.0,67.0,89.0,70.0,33.0,1.0,100.0,100.0
